dfs_time;bfs_time;algorithm;num_vertices;num_edges;total_ram;cpu_model
0.031967;0.037064;NumCC;748;1810;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.013466;0.013305;NumCC;689;1552;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.001653;0.000524;IsBipartite;540;957;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.043921;0.052273;NumCC;949;2937;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.014818;0.015409;NumCC;766;1937;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.004908;0.000662;IsBipartite;757;1881;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.001202;0.00032;IsBipartite;647;1419;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.000812;0.00018;IsBipartite;607;1273;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.03994;0.04577;NumCC;857;2487;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.033858;0.047324;NumCC;781;2110;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.04137;0.046698;NumCC;874;2575;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.003195;0.000908;IsBipartite;598;1222;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.041002;0.048765;NumCC;904;2834;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.002705;0.00033;IsBipartite;831;2312;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.039284;0.047631;NumCC;887;2662;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.029607;0.035109;NumCC;711;1709;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.008757;0.000548;IsBipartite;930;2891;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.017012;0.017993;NumCC;857;2446;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.00281;0.000619;IsBipartite;612;1234;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.036218;0.040382;NumCC;777;1995;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.007105;0.000898;IsBipartite;869;2502;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.013916;0.014157;NumCC;717;1705;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.014487;0.014558;NumCC;752;1803;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.013195;0.013836;NumCC;697;1660;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.044525;0.051736;NumCC;890;2681;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.001112;0.000301;IsBipartite;619;1263;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.006382;0.000953;IsBipartite;843;2242;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.036671;0.043846;NumCC;694;1641;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.047522;0.064316;NumCC;882;2563;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.020614;0.022811;NumCC;523;845;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.015048;0.015629;NumCC;781;2004;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.003346;0.000341;IsBipartite;905;2737;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.003629;0.001271;IsBipartite;616;1188;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.015119;0.01597;NumCC;794;2058;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.001312;0.000341;IsBipartite;613;1212;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.015299;0.016;NumCC;795;2014;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.001553;0.000491;IsBipartite;625;1310;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.001623;0.000481;IsBipartite;646;1399;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.011602;0.012473;NumCC;650;1371;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.010827;0.000574;IsBipartite;986;3263;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.000732;0.00024;IsBipartite;535;949;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.000781;0.000271;IsBipartite;517;878;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.020619;0.022011;NumCC;991;3326;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.013015;0.013715;NumCC;694;1635;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.004296;0.000582;IsBipartite;756;1903;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.005002;0.000734;IsBipartite;774;1979;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.013846;0.014197;NumCC;720;1754;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.004129;0.000808;IsBipartite;635;1360;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.00535;0.00123;IsBipartite;669;1436;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.020258;0.02128;NumCC;960;3075;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.025118;0.028901;NumCC;613;1247;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.041245;0.04837;NumCC;874;2606;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.001142;0.000521;IsBipartite;593;1159;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.018727;0.021439;NumCC;502;836;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.001262;0.00026;IsBipartite;697;1615;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.035831;0.041519;NumCC;812;2187;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.004953;0.000591;IsBipartite;833;2160;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.004976;0.001447;IsBipartite;658;1505;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.039603;0.041905;NumCC;816;2172;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.014478;0.001719;IsBipartite;881;2557;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.001172;0.000261;IsBipartite;666;1432;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.041706;0.048213;NumCC;894;2680;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.000741;0.000321;IsBipartite;572;1081;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.002284;0.000461;IsBipartite;793;1989;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.007358;0.000602;IsBipartite;899;2639;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.000661;0.00014;IsBipartite;591;1177;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.004543;0.000909;IsBipartite;727;1770;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.001092;0.0002;IsBipartite;645;1475;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.033037;0.038992;NumCC;766;2033;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.016521;0.017273;NumCC;814;2322;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.001633;0.00021;IsBipartite;724;1744;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.019206;0.02179;NumCC;504;845;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.007412;0.000417;IsBipartite;920;2768;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.005795;0.000634;IsBipartite;795;2140;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.035417;0.039162;NumCC;766;1924;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.016902;0.017403;NumCC;828;2270;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.016861;0.017082;NumCC;836;2283;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.001242;0.000391;IsBipartite;629;1335;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.008564;0.000825;IsBipartite;921;2761;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.033069;0.039026;NumCC;774;1968;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.011453;0.000791;IsBipartite;893;2664;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.007589;0.000928;IsBipartite;868;2561;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.029145;0.032116;NumCC;671;1494;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.003517;0.0002;IsBipartite;927;2891;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.002469;0.000978;IsBipartite;506;849;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.006393;0.00082;IsBipartite;844;2261;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.04038;0.047418;NumCC;876;2514;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.009585;0.001211;IsBipartite;896;2670;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.031003;0.035789;NumCC;725;1749;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.003377;0.00013;IsBipartite;955;2995;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.023878;0.037334;NumCC;595;1192;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.011401;0.012374;NumCC;626;1349;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.001523;0.000471;IsBipartite;659;1438;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.00244;0.001069;IsBipartite;506;822;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.003021;0.000406;IsBipartite;716;1676;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.001603;0.000271;IsBipartite;714;1657;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.047026;0.053898;NumCC;961;3074;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.046309;0.050449;NumCC;911;2729;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.008947;0.009718;NumCC;528;884;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.040999;0.048132;NumCC;888;2623;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.008464;0.001688;IsBipartite;726;1688;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.007416;0.000564;IsBipartite;859;2554;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.001694;0.00024;IsBipartite;739;1825;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.01623;0.016641;NumCC;812;2197;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.019527;0.020578;NumCC;927;2874;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.004316;0.00121;IsBipartite;641;1408;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.002235;0.000547;IsBipartite;573;1157;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.003697;0.000221;IsBipartite;949;3007;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.028114;0.033218;NumCC;682;1562;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.012414;0.013134;NumCC;680;1512;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.001603;0.00019;IsBipartite;708;1658;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.031217;0.034805;NumCC;709;1678;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.002735;0.000421;IsBipartite;819;2221;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.010891;0.011441;NumCC;609;1252;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.013736;0.014016;NumCC;719;1759;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.0107;0.011051;NumCC;587;1205;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.001072;0.000411;IsBipartite;574;1114;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.014457;0.014447;NumCC;730;1801;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.014848;0.01615;NumCC;781;1998;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.024689;0.028925;NumCC;620;1302;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.007581;0.000688;IsBipartite;825;2297;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.04329;0.046683;NumCC;719;1741;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.002124;0.00021;IsBipartite;808;2185;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.001714;0.00016;IsBipartite;763;1911;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.004861;0.000547;IsBipartite;794;2082;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.025144;0.026572;NumCC;584;1089;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.003296;0.000191;IsBipartite;907;2826;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.009377;0.010069;NumCC;540;1001;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.018114;0.018114;NumCC;884;2576;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.010199;0.010971;NumCC;588;1092;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.001433;0.000261;IsBipartite;688;1574;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.01608;0.016792;NumCC;800;2127;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.039032;0.046533;NumCC;884;2550;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.021016;0.023544;NumCC;537;974;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.009307;0.009538;NumCC;542;1005;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.002705;0.000371;IsBipartite;801;2152;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.000862;0.0002;IsBipartite;621;1270;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.019354;0.022047;NumCC;511;848;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.019224;0.022085;NumCC;506;833;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.036703;0.043693;NumCC;843;2311;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.005566;0.00071;IsBipartite;791;2072;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.011542;0.011752;NumCC;625;1294;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.003046;0.000311;IsBipartite;903;2646;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.04348;0.051609;NumCC;929;2939;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.010664;0.00071;IsBipartite;998;3386;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.003476;0.000261;IsBipartite;929;2945;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.001282;0.000151;IsBipartite;723;1715;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.013745;0.014447;NumCC;716;1692;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.001423;0.00041;IsBipartite;610;1252;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.006519;0.000725;IsBipartite;755;1857;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.002104;0.000331;IsBipartite;732;1804;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.003377;0.000401;IsBipartite;906;2697;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.013356;0.013836;NumCC;701;1682;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.029989;0.034779;NumCC;712;1665;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.002942;0.000721;IsBipartite;658;1401;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.003767;0.000291;IsBipartite;944;3045;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.001503;0.0003;IsBipartite;666;1471;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.022094;0.024946;NumCC;552;1076;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.010192;0.001213;IsBipartite;964;3086;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.003724;0.000713;IsBipartite;712;1714;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.010535;0.000945;IsBipartite;992;3204;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.017353;0.018945;NumCC;884;2594;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.013535;0.013997;NumCC;727;1711;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.004148;0.00033;IsBipartite;965;3090;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.013245;0.014076;NumCC;703;1653;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.003367;0.0003;IsBipartite;879;2630;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.001643;0.000481;IsBipartite;645;1421;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.012053;0.012474;NumCC;654;1433;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.0109;0.011432;NumCC;622;1286;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.002404;0.000271;IsBipartite;809;2180;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.040134;0.048054;NumCC;884;2656;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.01092;0.011672;NumCC;616;1240;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.001433;0.000411;IsBipartite;651;1440;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.005296;0.00051;IsBipartite;775;2069;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.000581;0.00019;IsBipartite;568;1070;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.002525;0.00017;IsBipartite;835;2349;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.007825;0.001231;IsBipartite;820;2225;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.00527;0.001104;IsBipartite;707;1686;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.007459;0.000709;IsBipartite;882;2572;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.019467;0.019556;NumCC;934;2926;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.001714;0.000745;IsBipartite;510;831;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.006676;0.000884;IsBipartite;808;2201;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.016461;0.016571;NumCC;817;2206;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.01609;0.016221;NumCC;811;2168;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.021968;0.025011;NumCC;555;1040;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.032215;0.028146;NumCC;612;1158;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.034781;0.039835;NumCC;781;1968;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.002184;0.00027;IsBipartite;807;2110;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.000491;0.000201;IsBipartite;510;835;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.046071;0.05435;NumCC;973;3182;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.003203;0.000734;IsBipartite;691;1544;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.047455;0.046476;NumCC;864;2528;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.002004;0.00012;IsBipartite;785;2130;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.005827;0.000456;IsBipartite;820;2242;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.006147;0.000782;IsBipartite;802;2141;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.004202;0.000903;IsBipartite;680;1499;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.002448;0.000743;IsBipartite;605;1149;16636850176;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz
0.001422;0.000261;IsBipartite;708;1623;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.001002;0.000381;IsBipartite;512;847;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
0.000982;0.00032;IsBipartite;605;1217;29308923904;AMD Ryzen 7 5700G with Radeon Graphics
